Domain,Area,Element,Item,Year,Unit,Value
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.327"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.24812"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.333956"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.337892"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.366983"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.303118"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.18488"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.377852"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.379859"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.288979"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.280903"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.265092"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.274371"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.277037"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.234842"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.210956"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.230663"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.314291"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.283517"
"Credit to Agriculture","Grenada","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.306729"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.623188"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.769182"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.652136"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.523808"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.551107"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.476789"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.483364"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.457453"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.475832"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.552143"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.570036"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.557779"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.589268"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.553872"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.597437"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.57363"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.552348"
"Credit to Agriculture","Guatemala","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.521715"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.007875"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.03498"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.029453"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.017704"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.03338"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.047705"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.053871"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.064341"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.059274"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.090402"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.148409"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.077476"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.02241"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.004659"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.012296"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.017598"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.010664"
"Credit to Agriculture","Guinea-Bissau","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.013146"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.402183"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.475011"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.69628"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.606703"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.644703"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.506215"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.630606"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.585267"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.471791"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.258021"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.244633"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.280825"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.234412"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.2204"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.246937"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.322758"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.367006"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.481106"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.439502"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.438904"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.386806"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.363035"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.424472"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.425312"
"Credit to Agriculture","Guyana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.479265"
