Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2012","Household survey","1000 persons","1628.921"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2013","Household survey","1000 persons","1716.287"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2014","Household survey","1000 persons","1535.455"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2015","Household survey","1000 persons","1588.929"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2016","Household survey","1000 persons","1561.908"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2017","Household survey","1000 persons","1659.506"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2018","Household survey","1000 persons","1739.873"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2019","Household survey","1000 persons","1702.271"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","1664.477"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","1664.59"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","1604.054"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","1577.815"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","1565.776"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","1595.907"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","1639.689"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","1589.276"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","1538.674"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1564.75"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","1562.581"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","1249.884"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","1268.694"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1359.705"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1429.069"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1497.946"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1408.572"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","1397.246"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","1393.007"
"Employment Indicators: Rural","Hungary","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","1361.919"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","58.925"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","60.068"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","59.093"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","61.306"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","60.957"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","63.76"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","62.634"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","62.944"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","63.228"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","63.712"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","7.06"
"Employment Indicators: Rural","Iceland","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","31.14"
