Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","4.7"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","3.9"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","4"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","4.2"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","4.4"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","4.5"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","4.3"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","3.9"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","3.9"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","3.9"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","3.5"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","3.3"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","3.2"
"Employment Indicators: Agriculture","Estonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","3"
"Employment Indicators: Agriculture","Ethiopia","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","76.300003"
"Employment Indicators: Agriculture","Ethiopia","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","78.099998"
"Employment Indicators: Agriculture","Ethiopia","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","71"
"Employment Indicators: Agriculture","Falkland Islands (Malvinas)","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Population census","%","10.5"
"Employment Indicators: Agriculture","Falkland Islands (Malvinas)","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Population census","%","13.6"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Establishment census","%","2.5"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Establishment census","%","2.1"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Establishment census","%","2.3"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Establishment census","%","1.8"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","28.2"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Establishment census","%","1.6"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Establishment census","%","1"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","43.200001"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","40.4"
"Employment Indicators: Agriculture","Fiji","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","19.1"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1976","Labour force survey","%","15.9"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1977","Labour force survey","%","14.8"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1978","Labour force survey","%","14.2"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1979","Labour force survey","%","13.5"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1980","Labour force survey","%","13.3"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1981","Labour force survey","%","12.8"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1982","Labour force survey","%","13"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Labour force survey","%","12.5"
"Employment Indicators: Agriculture","Finland","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Labour force survey","%","12"
